1,-0.675423,0.254208,-0.69223,-0.138002,-0.152846,-0.978567,-0.123152,-0.172641,-0.977256,-0.172932,-0.146772,-0.973937,-0.104466,-0.075922,-0.991626
1,-0.63486,0.182687,-0.750719,-0.300872,-0.088378,-0.949561,-0.137068,-0.138361,-0.980851,-0.108221,-0.152805,-0.982313,0.061007,-0.101093,-0.993005
2,0.315754,-0.453338,-0.833537,-0.380262,0.032718,-0.9243,0.061267,0.000546,-0.998121,-0.247076,-0.774336,0.582543,-0.524802,-0.685697,0.504383
1,-0.384123,0.105662,-0.917216,-0.303328,0.013937,-0.952784,-0.165267,-0.013133,-0.986161,-0.148179,-0.032967,-0.988411,-0.134656,0.007485,-0.990864
0,-0.1171,-0.343189,-0.931938,0.122026,-0.757518,0.641308,-0.170694,-0.634961,0.753451,-0.337226,-0.606605,0.719936,-0.612582,-0.440616,0.656202
1,-0.613544,0.084812,-0.785093,-0.311077,0.028676,-0.949952,-0.119938,-0.027652,-0.992396,-0.067004,-0.025214,-0.997434,-0.046749,-0.011692,-0.998838
1,-0.577912,-0.005596,-0.81608,-0.332183,-0.039776,-0.942376,-0.123012,-0.087812,-0.988513,0.014632,-0.169345,-0.985448,0.133869,-0.146203,-0.980155
2,0.298705,-0.33393,-0.894017,-0.415525,0.024388,-0.909255,-0.099745,-0.031161,-0.994525,-0.246817,-0.804682,0.53997,-0.53405,-0.689588,0.489141
2,-0.149474,-0.438005,-0.886459,-0.344444,0.284267,-0.894735,-0.170521,-0.001607,-0.985353,-0.210653,-0.253366,0.944156,-0.370442,-0.060195,0.926903
1,-0.502,0.087915,-0.860388,-0.367497,0.057249,-0.928261,-0.170805,-0.000168,-0.985305,-0.108291,-0.032571,-0.993586,-0.079968,-0.020423,-0.996588
0,-0.189771,-0.156599,-0.969259,-0.010233,-0.803816,0.59479,-0.18157,-0.700056,0.690618,-0.337858,-0.645156,0.685292,-0.642416,-0.409612,0.647703
1,-0.652458,0.105977,-0.750378,-0.369306,0.055452,-0.927652,-0.0984,-0.038787,-0.994391,0.080916,-0.147771,-0.985706,0.14594,-0.268215,-0.952241
1,-0.632652,0.172345,-0.755016,-0.392765,0.067391,-0.917166,-0.141272,-0.01238,-0.989893,0.041154,-0.132686,-0.990303,0.164581,-0.168023,-0.971947
1,-0.583514,0.093643,-0.806686,-0.411448,0.010713,-0.91137,-0.151063,-0.046508,-0.987429,0.061789,-0.194884,-0.978878,0.15731,-0.294876,-0.942497
2,-0.217605,-0.540672,-0.812602,-0.34658,0.2634,-0.900279,-0.179469,-0.091431,-0.979506,-0.399739,-0.299564,0.866297,-0.568061,-0.196585,0.799163
0,-0.212603,-0.161489,-0.963702,-0.314343,0.034484,-0.948683,-0.131907,-0.853134,0.504741,-0.291175,-0.814354,0.502041,-0.5955,-0.630991,0.497223
2,0.287772,-0.636665,-0.715433,-0.57481,-0.084573,-0.813904,-0.428987,-0.368773,-0.824607,-0.584334,-0.372355,0.721045,-0.785986,-0.077126,0.613415
1,-0.597156,0.160346,-0.785935,-0.410812,-0.081254,-0.908092,-0.167489,-0.148575,-0.974614,-0.034379,-0.175155,-0.98394,0.041131,-0.14334,-0.988818
2,-0.483765,-0.385495,-0.785726,-0.277596,0.279923,-0.919012,-0.116341,-0.080459,-0.989945,-0.490278,-0.389935,0.779473,-0.648009,-0.228031,0.726695
0,-0.316281,-0.175794,-0.932235,0.056895,-0.762192,0.644846,-0.105229,-0.653771,0.74934,-0.254964,-0.638257,0.726375,-0.571761,-0.423965,0.702384
2,-0.214998,-0.736905,-0.640895,-0.325329,0.186925,-0.926941,-0.23043,-0.232601,-0.94488,-0.291063,-0.076358,0.953652,-0.393354,0.025146,0.919043
0,-0.242967,-0.224321,-0.943741,-0.359093,-0.007339,-0.933273,-0.19704,-0.700263,0.686154,-0.37297,-0.649102,0.662993,-0.667658,-0.410141,0.621302
2,-0.232177,-0.644339,-0.728643,-0.018489,-0.556301,0.830775,-0.338446,0.366928,-0.866498,-0.259779,-0.073066,-0.9629,-0.641014,-0.177035,0.746833
1,-0.566279,0.162382,-0.80806,-0.363535,0.030727,-0.931074,-0.185883,-0.023965,-0.98228,-0.190963,-0.001943,-0.981595,-0.146564,0.050891,-0.987891
1,-0.533138,0.051026,-0.844488,-0.40552,0.051014,-0.912662,-0.19356,-0.00567,-0.981072,-0.168892,-0.080971,-0.982303,-0.130705,-0.047655,-0.990275
0,-0.265879,-0.21872,-0.938866,0.158744,-0.73202,0.662531,-0.026339,-0.59481,0.803434,-0.197076,-0.514596,0.834477,-0.466634,-0.332054,0.819752
